sha256,pkgName,numDownloads
A07354EAD4E8E785F368C3F948A9D463713F8A3D751E8B6A54F79D6E3941AC49,au.com.stan.and,10000000.0
D3453B4B6588318E6DA4B90E8AE6167DBFF42DE767FA506F036F781D45107DBD,au.net.abc.iview,5000000.0
4B8360D74CAB05A6EF7F7B6BBA6F8D52305CF22F21993EAAB7836823841DDE78,com.xipu.cwqmx.tg,5000000.0
F82E2D9C412B8E81BF7360FCAC74DAE70AD99F3E7380E11E95DFE2ACF01AC9FE,com.mcdonalds.au.gma,5000000.0
3BFD2FB76BE83D3B8EB022BE5C6D7DD70CAE7297E7B64BEFF71961DCE7FE7B1E,com.miHoYo.bh3oversea,5000000.0
1E1994E3857C9C3062EBE111092B05ED85B9AE80898155527DF95EE5E456C54C,com.xgame.newasia.sea.gp,5000000.0
D7DDA76E84F5471D2C63DFAF36B367A046A8CBF88DAB2B8D77BF9AF4582DD1B6,com.swm.live,5000000.0
208D18D256AE8487118842B123DA57464231082661EBC17059194AA637B6F71B,com.anz.android.gomoney,1000000.0
118DD3ABAC6CF8F7067DAD4F49B2ECC7897BB7C7686D6A344CD1F868BEA9BE00,com.woolworths.rewards,1000000.0
A976D89E9C194462092146ABA7543C186F1851BE68063751B17371B7D00E5647,au.com.danmurphys,1000000.0
C243CB6D5DFEB75C143108C3497DCF09566701F5D8AFECA9270FF818A0C6A018,au.net.abc.kidsiview,1000000.0
4ADFB6BC36059B3EA7CB187E775DE5AB3151056D704D50471C66D42E4A3E8349,au.com.foxtel.Go,1000000.0
1574796FBCAB94DBDC5EDD109CB926A308247B1DD35879C99B37B502149D6BD0,nz.co.anz.android.mobilebanking,1000000.0
E7F6592442EC508BE779E60355CE5E38A9C8A1209740F1CC519D122D54BC2577,au.com.podcastoneaustralia,1000000.0
BADC67159DF8AE97FAA42CFB1CF71CE9738D13A3E95D21BF03BED20C3A59686C,com.thisisaim.abcradio,1000000.0
E0E065733C65A3A6307D33218EA56EFBFCD58418A1DCC0B70E41E8153D7B0A49,com.sephora.digital,1000000.0
7841DB845E38C3F45BCC797C027EA4EAEEED6D573BC4B4BD69DFC306EA96EB57,au.com.tenplay,1000000.0
4EADD9D20961BE0F3825BB767B659EB45ADC15948524F133E119782C87C25AFE,au.com.streamotion.ares,1000000.0
3824276AE2BEE463F1002FA15D56BA9E533D794A09D0260005824192778340AA,com.coles.android.flybuys.release,1000000.0
012A2D1F5076E067273F1F9D2C329762DDD5DC7AA95F314A3D38C15D08ED2E36,com.ea.gp.tacticalfootball,1000000.0
3EFD4914EC28D25628741E194BA435BD4753501806ADEF1C5F42BECE3D8253CA,com.mattel163.uno2,1000000.0
B9BE23445E16B04CB4F1B0A05B76CEFE9067A5B3064F19F80D9F166F1606712A,au.com.mi9.jumpin.app,1000000.0
BDF48087FF39271EF8E0D92E57A0A154F396F3175395626CA16CC790DB01825B,com.woolworths,1000000.0
1A776703FA799F1AF19185499BE2FB4036A207A91B8E0F5C7B19C2C8F9D400F6,com.sbs.ondemand.android,1000000.0
60B90A95515A5D0C3B5836CEF5D5391171D125B45523DFC6E824C3DB2D8EDE1D,com.beinsports.connect.apac,1000000.0
FDACDAFCEB5E8D610060E470A0FB7DE9B21CBE52C290E924AAC5D70086A2E6DE,com.afterpaymobile,1000000.0
828BAEF261EFCE6F6BF5C895DD952A6AD5A621853D0D8E509296BE68584C91A0,com.nrma,500000.0
B783F7910F62CFFD1115F6BAD7CD351385FFE990651B47DF4F037EDC6E7C1D77,au.gov.nsw.rfs.firesnearme.nsw,500000.0
B3D8FC0E21C1940E0D10BFB2FFD083DEFADDB884A2753D092B7A12BF9ED8A1F9,com.ultimateguitar.ugpro,500000.0
7EFB4CB3D54C3F76870E83B28449531FA94AF99BCDB74CC5669FBBF035F4AACD,com.bp.mobile.bpme.aus,500000.0
80F2A093A9EEE966BF249BE394F8AD08A3F2661915C6BB7EAD671DA131EE7DBD,com.anz.lotus,500000.0
484970B06A9A2E8C3DB2121B7D7DBBBCE8BCB2CC3DC4FE64D6F382AEA54299DC,com.redcat.BoostApp,500000.0
8A6359FFB11845BAEE07DDCF74D6974D98BA6F7D0B79B97B7636D06B210E96F7,com.acornsau.android,500000.0
1C6ABBA5952AFD53AA97F0CB6C736F6A3FF6B543580029B717B4C85DD1799E31,com.appetiser.mydeal,500000.0
D515F13156573AAC1B8DE9B7B0EDA46F5DFEE60732901D5B0646ADD09F0BF8C0,bupa.ProviderFinder,500000.0
