sha256,pkgName,numDownloads
D3C6DE6ABFAC131EA825C3F50909BF6E86276C847CD59CBF85C1EED677461938,com.freebasics,1000000.0
31EBCC9113BC48B2C23EE62200D033D8211FA678495B0994D5E12E41E944A296,piano.music.pop.tiles.game.beat.boom,1000000.0
C295A580A7288AEC255D3B162F14BCDBC4C8413D5B3B2D6D2FE7C38127F995FB,com.akzonobel.za.dulux,500000.0
8687716EFBC70F779E45239C44B4F475DD8F93319489B63FA0CE8E059161BBFC,co.tapcart.app.id_8CuFCE8oNX,500000.0
E6218C193106506CB6967E15C24D128BDDC9537090E04A9E4B8C4A1EAB123696,za.co.clientele.clientele,500000.0
62F01F1C7A0DF92E86A3A57D0C223EE9BE73035DA18176EA977516310D50EE00,com.ionicframework.snapsaveapp722714,500000.0
EE68788B701FE18AC3AC1BB8691D0FF7EE3DF1ADCFC58A95FC8AB67E6FF32BD1,xyz.gl.topflix,500000.0
F97A92598B170AB181D5D58587D3008AB6085745BB9ECD4BD00713FAEE654951,com.homechoice,500000.0
DFB146F2895EBA7ACE291BB19B4D012D6589F60785AC85281855FF633026B623,com.payjustnow,500000.0
16A977EDE6115F7E36D2BDAE22496F715EBEDE185D6466518A982B68BFDC104C,za.co.telkom.mytelkomapp,500000.0
77D480B806CC7BF523AE6DCEFC7B40D65B7F4D3368E57B0E2B57B4B2C1843E78,com.multichoice.mydstv.thiane,500000.0
CA41C8C2E20FEF55B4DCE5B104E3C53EC65898DB83DA4BD7FE18774388F81EAF,za.co.pineapple,100000.0
E069BFFD886696BC74E2F718459D1F055350F5C0CC495AFF4E1261BE440D7083,za.co.one1.app.InfinityRewards.OK,100000.0
7AFBDBE0BA3D07C0CAE95F403BC2EB923F8F4F65295BE374CFF0990B042444A1,co.za.romanspizza.mobile.app,100000.0
2F54DF935A1E09F20D5AF5CA5254A7C3C3334249C1F12189117E3A30987F8E64,com.engenoil.consumerapp,100000.0
42264CA1825F1A4E661DB0FC11C0089E7AE9C692765892E95FC1AB57D9D2A2D4,za.co.galitos.android,100000.0
CB9E0C1CC648ADF1C33548F9FEA12796DE3458947EBB22FCE727624BB2F2838F,com.companyname.TCG,100000.0
767FE8AA37A404CEE6E218C7E19E54C817B23637E5CF30F3362661B097AF550B,com.bit.music.downloader.reborn,100000.0
