sha256,pkgName,numDownloads
0888DC9C489A5D702B8751EA37C7E62E9CA13DA0B08C6CD0FB3A2B79C7D72785,com.ewavemobile.songwaiting,1000000.0
B9DA9997A24A04D7EB0577C1E7633DF059C9D746F52F79415733C0F65D6F96C2,com.inetstd.android.alias,1000000.0
782E490F254E6636696AE492B387FCE3E0DECF3A3D67514E363D1D4451029776,com.kfc.mexico,1000000.0
9D019F38B1C9DC3E8DBE89C678438A0828F97C610BC5F50FB9707F621D72E74E,com.freeplay.crowd.arena.wars.mena,1000000.0
82FB79D1C4C157C5F0FA146076B89987F01E9C28DD0F459558C743068B8945AA,com.mooistudios.dedi,500000.0
9E1F00C417F06199B11D9DEB355EC8EE99A5C034EB93341CE3739D600E0BBEF6,com.levinew.app,500000.0
FCD6419194D8E3340956C9D611BF78BFFF6112E16615FAB02B6649D3BED59790,com.kinkajoo.rummikubwalla,500000.0
70ECE64FB2F06E30E7848A617203C978462DAD814AD59ABCFAA38780FA527BCE,il.co.orange.mybox,500000.0
17B1338CDEAEA5315832A8C25FCD26D6A80835CFAC1B5E3F7A36BF867E1F4796,com.sonol.mobileapp,100000.0
5C69DB00BCDC59DAB6C8C62280D153738178B2654A94DFC61034F369BB3F2713,com.mars.games.nickapp.israel,100000.0
D07D1D81E96BBEBDA49ECD07374ACC50D8F40120C2CE2713F3EC6A034929CCB0,il.org.histadrut.app,100000.0
893EB2C4FE9AE042073D47FA5B72914DA6351BF105FDFD3F15A33638083E8990,il.co.wisegroup.app1824,100000.0
FB27EC4CD308D483F91C14EB5A61AB4FE4A3113B226529C69914B209169397DB,com.superup.ramilevy,100000.0
58483E8524E4AF878B3C01ECA34AD54779F0D32FCD79A64D1196C67D6D4C4A36,il.gov.police.policealert,100000.0
EAABBA5D5E36AEDF384AFAE41525207E483CC6B00DA23FDCD328E9B32DAB8B76,com.cellcom.cellcomtv,100000.0
E5E87D999FEE858CA233E67BC82D0B7344BD815D919AD8048E5BB40EFFE0CD50,com.dic.mikmak2,100000.0
30DC08BBED1F1B25C4C7EE679A3B87A4B20E0151BFA5C9DEFC3E694BCA8651D8,il.co.inmanage.ten,100000.0
5957523E669D64A5FFD3078F19B6CFACA47C36D5DED59832A82F850E16847476,il.net.hot.serviceapp,100000.0
E2ED8607F88107E8DADB234E6CD9FCC849C2BA19B1E950487C8D3D7B40BEF0F4,com.androidgali.gcm,100000.0
887371CE83627C8C95260763A23AD1DB36D56B0407CCCCE92D0833BFF3A915FF,il.idf.idfcertwallet,100000.0
C6765A7D8AD5C39E3BF0415F57B7F25A4E2EF094DFDF254289EC724597B2C951,com.positiveapps.yours,100000.0
DF468A91ABB975F0A7D918D9BE6AB343A06CC26AC489AA2DD7A9963F95EACC03,il.idf.doch1,100000.0
6848AA54912ADEC1FE92BF0C0C953945B9A8916775B4CA72E791DA73B6D776ED,net.bestmafia,100000.0
85CEFD9B7518D74950681F9C010F0CE48F4763F1FA315DACB7E5B7D90EAC4136,com.anymailapp.posta,100000.0
8D216850C2B601ABD018D5C64F528E8FE264D1176CA75B2AC0A3262F37322A01,com.terminalx,100000.0
AEA2FD1161DF413FE3E6342DE963D2957E14ABDC7697063BEF371A1457110384,com.wefixapp.wefixisr,100000.0
E701EA0A12F7566041B122BAF83B429512F35E236C526F0FB3C2A5D343E3FBF9,com.fixies.space.museum.kids.education.games,100000.0
1767E46FC74DE162CB089AC9E5AD7C7AAE8F5497F072C7831CF042D436B961C1,com.herbalife.hnassistant,100000.0
C421B728625FDCD666AFACBE804C38E41A7ECF8583A285E4CED9EBC6A3C73EC6,com.kfc.costarica,100000.0
81747B05E69943F6AE963C047579D5B14EB1305D1D4E806D3F5C8586418B1594,il.co.cocacola.app,100000.0
90E4D94694E29BE5E2C0251AE960E175E40B5B786979AF241AD5093B1F034766,com.ifun.android.ohmydaimyo,100000.0
423BFF462AB213D4D1F2E8E0F26069E15C18C6CA0F8140C1EEC42CAE038DCB60,ipanel.twolink.il.co.ipanel,100000.0
EB11F3A0CBA0692BBF1EC084515F59A9C9A24FE7AE323A668987CE49CF8E0F53,com.rge.kids,100000.0
1E20BA0B32B6F24020E9FB0F2B9DE44559548FE560798851CEBC4E4B3391C740,com.ionicframework.xtras758914,100000.0
F301B4FCC2EF66AEEE74583BC89321C81FFFB4C87E42442BF55712215BF906E9,com.prorodinki,100000.0
6BB31BB6D075950655CF9C6E3A5BE4C266DA91AAB2E1046651485D59B35042F9,com.yariv.ofek.taxicounter,50000.0
5F39EC624F573DEC79BCC8F068888895548DF1F600ED98F5B66B118F8AB13390,ratesen.bankhadoar.co.il,50000.0
AF4AF99AB340F2B5F633F96E3025BBCF672C7DD3006C5B74365E20184DFAB28D,tv.freetv.mobile.android,50000.0
5FD8CAC2900E37FF624415CCF025B638A500448D41F1D2C86BCD1E8AC42F1B71,com.app.zipy,50000.0
4C826D8BD059E679352058A0980D72236662293488E5410E338575711C5FB412,com.mbinnun.orefalerts,50000.0
CB1FC776DEC1E9E864960658E9C3D6629B0C8C24F78E6A3125DF93D04E1C3532,com.mars.games.nick.jr.play,50000.0
353808E300AB7DCA9D33D7030E53817C8CA000A76BAD01140DD0EDF6E062AD04,il.gov.police.stolencars,50000.0
